volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	publ	note	full_text
					Children's activities.  Vol. 26, no. 5, May-June 1960.	B840597	1960-06-09	RE368359	1988-01-19	Highlights for Children, Inc.|PCW							
					Sports illustrated.  Vol. 12, no. 24, June 13, 1960.	B840962	1960-06-09	RE405920	1988-12-16	Time, Inc.|PWH							
					Psychiatry; journal for the study of interpersonal processes.  Vol. 23, no. 2, May 1960.	B841087	1960-06-09	RE381973	1988-03-21	William Alanson White Psychiatric Foundation, Inc.|PCW							
					The A A grapevine.|The AA grapevine.  Vol. 17, no. 2, July 1960.	B841451	1960-06-09	RE372590	1988-01-15	Grapevine, Inc.|PCW							
					Nursing outlook.  Vol. 8, no. 6, June 1960.	B841779	1960-06-09	RE410122	1988-12-28	American Journal of Nursing Company|PCW							
					North Eastern reporter, second series.  Vol. 166, no. 6, June 8, 1960.	B843861	1960-06-09	RE387258	1988-07-07	West Publishing Company|PWH							
					New York supplement, second series.  Vol. 200, no. 1, June 7, 1960.	B843863	1960-06-09	RE387260	1988-07-07	West Publishing Company|PWH							
					Trains.  Vol. 20, no. 9, July 1960.	B844724	1960-06-09	RE374008	1988-01-29	Kalmbach Publishing Company|PCW							
					New England journal of medicine.  Vol. 262, no. 23, June 9, 1960.	B847011	1960-06-09	RE388887	1988-07-18	Massachusetts Medical Society|PCW							
					'Teen.  Vol. 4, no. 7, July 1960.	B847405	1960-06-09	RE409285	1988-12-20	Marvel Entertainment Group, Inc.|PCW							
					Modern philology.  Vol. 57, no. 4.	B849032	1960-06-09	RE393068	1988-08-24	University of Chicago|PCW							
					Sick magazine.  Vol. 1, no. 1, Aug. 1960.	B851429	1960-06-09	RE397966	1988-09-22	Joseph H. Simon|PCW							
				Marjorie Henderson Buell.	Marge's Little Lulu.  Vol. 1, no. 145.	B854097	1960-06-09	RE401505	1988-11-28	Marjorie Henderson Buell|A							
					Popeye.  Vol. 1, no. 54, July-Aug. 1960.	B854182	1960-06-09	RE408221	1988-12-16	King Features Syndicate, Inc.|PCW							
					The Commonweal.  Vol. 72, no. 12, June 17, 1960.	B911934	1960-06-09	RE382559	1988-01-19	Commonweal Foundation|PCW							
				Jack Popplewell.	And suddenly it's spring; a comedy in three acts.	DF1399	1960-06-09	RE367262	1988-01-05	Jack Popplewell|A							
				Patricia L. Cone (Patricia Clapp)	Edie across the street.	DP4051	1960-06-09	RE377724	1988-03-07	Patricia L. Cone|A							
				Polly Abstance & Louise Abstance.	Lighthearted pantomimes.	DP4130	1960-06-09	RE377727	1988-03-07	Walter H. Baker Company|PWH							
				Manuel Masonry Construction Corporation.	Manuel Henriques, June 9, 1960.	JU9893	1960-06-09	RE397851	1988-06-15	Manuel Henriques|PWH							
					Superman.  Release the week of Sunday, July 10, 1960.	K62842	1960-06-09	RE404429	1988-12-02	Comics, Inc.|PWH							
					HCOB9 June 1960, The Basic assumptions of Scientology versus overts.  Text: L. Ron Hubbard.	TX1216104	1960-06-09	RE405126	1988-12-06	Mary Sue Hubbard|W							
					Outlines of Readings for S R F services.  Oct.-Dec. 1960.	A446238	1960-06-10	RE402895	1988-05-20	Self-Realization Fellowship|PWH							
					Mike's mystery.  Text: Gertrude Chandler Warner, ill.: Dirk Gringhuis.	A448880	1960-06-10	RE401308	1988-11-21	Albert Whitman & Company|PWH							
				Eleanor Williams.	Vogue printed patterns.  July 15, 1960.	A449052	1960-06-10	RE408363	1988-12-20	Conde Nast Publications, Inc.|PWH							
				David G. Simons with Don A. Schanche.	Man high.	A449059	1960-06-10	RE378270	1988-02-26	David G. Simons|A							
				Frank G. Slaughter.	Pilgrims in paradise; a novel.	A449060	1960-06-10	RE378271	1988-02-26	Frank G. Slaughter|A							
				Nelson Doubleday, Inc., as employer for hire of Warren Levy.	How to size up people.	A449110	1960-06-10	RE378484	1988-02-26	Doubleday Book & Music Clubs, Inc.|PWH							
				Richard F. Neuschel.	Management by system.	A449225	1960-06-10	RE385670	1988-06-17	Richard F. Neuschel|A							
				Suzanne Gleaves & Lael Wertenbaker.	Tip and Dip.	A449596	1960-06-10	RE491953	1988-12-29	Suzanne Gleaves|A||Lael Wertenbaker|A							
				Erika M. Meyer, editorship: William G. Moulton.	Intermediate German.	A450927	1960-06-10	RE398853	1988-10-31	Erika M. Meyer|A							
				Helen Catchings Bascome.	Vogue printed pattern news.  July 15, 1960.	A451029	1960-06-10	RE409668	1988-12-28	Conde Nast Publications, Inc.|PWH							
				Howard Thomas.	Boys in blue from the Adirondack foothills.	A451251	1960-06-10	RE384526	1988-05-02	Marine Midland Bank|E							
					(Index and syllabi) in cases adjudicated in the Supreme Court and District Courts of Appeal of Florida, reported in Southern reporter, second series.  Vol. 114-117.	A451379	1960-06-10	RE390345	1988-07-07	West Publishing Company|PWH							
				Harry S. Truman.	Mr. Citizen.	A452165	1960-06-10	RE398047	1988-10-14	Margaret Truman Daniel|C							
				Maulana Abul Kalam Azak, introd. and explanatory notes by Louis Fischer.	India wins freedom; an autobiographical narrative.	A452277	1960-06-10	RE395630	1988-09-22	David McKay Company|PWH							
				David Halliday & Robert Resnick.	Physics for students of science and engineering.	A452577	1960-06-10	RE394215	1988-09-06	David Halliday|A||Robert Resnick|A							
				Lawrence M. Brammer and Everett L. Shostrum.	Therapeutic psychology; fundamentals of counseling and psychotherapy.	A452826	1960-06-10	RE389451	1988-06-22	Lawrence M. Brammer|A||Everett L. Shostrum|A							
				Erle Stanley Gardner.	The Case of the duplicate daughter.	A453189	1960-06-10	RE372646	1988-01-11	Jean Bethell Gardner|W||Grace Naso|C							
					A New kind of handbook; the A I A introduces the 1st edition of its Building products register.	A457153	1960-06-10	RE410332	1988-12-28	American Institute of Architects|PWH							
				Joseph Wortis.	Recent advances in biological psychiatry.	A457197	1960-06-10	RE381756	1988-04-25	Grune & Stratton, Inc.|PCW							
					Wisdom beyond the mind, the value of internal directive.  Text: Manly P. Hall.	A471698	1960-06-10	RE384015	1988-04-26	Manly P. Hall|A							
					Interpreting Hamlet.  Editor: Russell E. Leavenworth, p. 247-265: Willis L. Parker.	A472442	1960-06-10	RE402281	1988-11-25	Harper & Row, Publishers, Inc.|PWH							
				Violette Leduc.	Tresors a prendre.	AFO30930	1960-06-10	RE390127	1988-07-28	Claude Dehous|E							
				Manuel DeDieguez.	L'Ecrivain et son langage.	AFO30938	1960-06-10	RE390128	1988-07-28	Manuel DeDieguez|A							
				Emile Zola, Armand Lanoux.	Les Rougon-Macquart.  T. 1.	AFO30953	1960-06-10	RE390129	1988-07-28	Gilles Lanoux|C							
					Pearls of wisdom.  Vol. 3, no. 24, June 10, 1960.	B211065	1960-06-10	RE382634	1988-05-09								
					The New York times.  Vol. 109, no. 37393, June 10, 1960.	B840300	1960-06-10	RE373157	1988-01-22	New York Times Company|PCW							
					Daily news.  Vol. 41, no. 301, June 10, 1960.	B840311	1960-06-10	RE383061	1988-03-21	New York News, Inc.|PWH							
